,Investor Type,Years Forecasted,Initial Investment,Final Value
2057,nervous_investor,47,1028867,13603110
2058,aggressive_investor,12,782273,2030117
2059,aggressive_investor,16,1362642,4431986
2060,aggressive_investor,14,1097403,2827240
2061,aggressive_investor,45,445566,15571219
2062,conservative_investor,41,1423706,14615033
2063,moderate_investor,18,1399280,5247866
2064,nervous_investor,19,1828931,5997890
2065,aggressive_investor,45,1859691,66644260
2066,conservative_investor,38,1557472,13831558
2067,conservative_investor,29,1961104,10535251
2068,aggressive_investor,28,625007,6452646
2069,moderate_investor,25,1009426,6607007
2070,conservative_investor,31,739372,4332011
2071,moderate_investor,21,16858,82390
2072,aggressive_investor,48,989529,40377280
2073,nervous_investor,15,1242404,2491877
2074,nervous_investor,10,1486549,2594167
2075,moderate_investor,35,1604796,20089378
2076,nervous_investor,39,127266,1590528
2077,moderate_investor,48,1575558,61970610
2078,conservative_investor,12,876336,1764071
2079,moderate_investor,21,431784,1881983
2080,moderate_investor,29,391898,3499941
2081,nervous_investor,31,836118,4866813
2082,conservative_investor,26,1427732,6083738
2083,aggressive_investor,23,720590,4443589
2084,aggressive_investor,39,1879412,38815442
2085,nervous_investor,27,1768838,8284917
2086,aggressive_investor,10,1969289,4456892
2087,nervous_investor,28,1926054,10099346
2088,moderate_investor,34,188574,2410293
2089,nervous_investor,48,1589827,29915146
2090,conservative_investor,41,1942851,20046895
2091,nervous_investor,25,1587315,5949187
2092,moderate_investor,15,1965592,6517773
2093,nervous_investor,13,1191766,2326241
2094,nervous_investor,41,1884745,17108627
2095,conservative_investor,22,179121,650721
2096,moderate_investor,40,820265,16871626
2097,moderate_investor,31,1735960,17246223
2098,moderate_investor,34,248094,3358487
2099,aggressive_investor,43,57176,1704058
2100,moderate_investor,24,459638,3166770
2101,moderate_investor,16,250356,881370
2102,moderate_investor,31,1267603,11595668
2103,moderate_investor,48,1296826,51573925
2104,moderate_investor,34,1003648,13510888
2105,aggressive_investor,15,801934,2314347
2106,nervous_investor,17,1671865,5001079
2107,moderate_investor,40,607104,11187423
2108,conservative_investor,44,822577,10718000
2109,conservative_investor,35,1968163,14240138
2110,aggressive_investor,39,1132405,23379154
2111,conservative_investor,36,539825,4175216
2112,moderate_investor,30,981308,9245518
2113,moderate_investor,10,1071598,2340687
2114,moderate_investor,30,567335,5404401
2115,nervous_investor,17,1777232,5083368
2116,nervous_investor,19,1200227,3936691
2117,moderate_investor,49,1105751,48195457
2118,moderate_investor,42,1107720,25655938
2119,moderate_investor,18,816295,3135970
2120,conservative_investor,13,945827,2028877
2121,moderate_investor,30,104556,1022401
2122,aggressive_investor,30,1993066,24636188
2123,conservative_investor,39,488947,4925231
2124,nervous_investor,19,999287,3625041
2125,moderate_investor,43,1713119,41855384
2126,nervous_investor,15,1051033,2315583
2127,moderate_investor,37,567712,8821258
2128,aggressive_investor,40,1882219,54550512
2129,conservative_investor,20,1463939,4627402
2130,aggressive_investor,45,317436,11834033
2131,conservative_investor,29,190454,1063948
2132,moderate_investor,39,1731375,30843262
2133,aggressive_investor,34,1201450,16488717
2134,conservative_investor,23,335201,1240697
2135,conservative_investor,29,612959,3084508
2136,nervous_investor,13,1498033,3365216
2137,nervous_investor,27,1839367,7670011
2138,aggressive_investor,30,1348267,15483658
2139,aggressive_investor,27,570395,4581438
2140,conservative_investor,37,1248488,11270328
2141,nervous_investor,18,1274480,3578578
2142,conservative_investor,47,1629653,26424971
2143,nervous_investor,25,843167,3241827
2144,moderate_investor,25,231853,1500174
2145,moderate_investor,21,1727318,7880634
2146,nervous_investor,30,833220,4984844
2147,conservative_investor,14,1705004,3742222
2148,moderate_investor,46,1313443,41481829
2149,nervous_investor,33,1240141,8823065
2150,nervous_investor,19,819113,2549151
2151,moderate_investor,23,1006919,5583029
2152,nervous_investor,25,1259678,5220793
2153,conservative_investor,50,1501741,29783738
2154,conservative_investor,48,261045,4160995
2155,conservative_investor,44,1655186,22437554
2156,aggressive_investor,49,1659028,62058229
2157,conservative_investor,49,187615,3388924
2158,nervous_investor,22,756950,3116873
2159,nervous_investor,36,713511,6017691
2160,moderate_investor,17,514640,1685298
2161,aggressive_investor,46,936487,33870169
2162,moderate_investor,14,1556550,4243305
2163,aggressive_investor,11,1722022,3649789
2164,nervous_investor,47,733437,13823824
2165,conservative_investor,12,1084519,2160638
2166,nervous_investor,29,1605280,9141323
2167,conservative_investor,31,804788,4713048
2168,aggressive_investor,28,1333729,11501064
2169,aggressive_investor,29,1406986,13500041
2170,conservative_investor,44,442125,6201995
2171,aggressive_investor,22,833621,4700516
2172,aggressive_investor,17,383637,1520267
2173,aggressive_investor,43,285359,10186688
2174,moderate_investor,18,153893,612661
2175,conservative_investor,43,441926,5336286
2176,nervous_investor,26,1182625,5247219
2177,conservative_investor,34,952801,6731173
2178,conservative_investor,49,1328118,23621311
2179,moderate_investor,26,1212275,8126541
2180,nervous_investor,46,194261,2798888
2181,nervous_investor,46,55084,810639
2182,aggressive_investor,17,1737986,6033212
2183,aggressive_investor,38,335748,5991441
2184,conservative_investor,46,647725,9550135
2185,nervous_investor,25,67766,254774
2186,conservative_investor,13,1246163,2708148
2187,aggressive_investor,26,1197314,9006439
2188,nervous_investor,31,1559699,9260609
2189,conservative_investor,42,1269717,14538596
2190,nervous_investor,48,1432331,21937308
2191,conservative_investor,11,234922,454074
2192,aggressive_investor,14,1736193,4732101
2193,aggressive_investor,12,1538808,3607044
2194,conservative_investor,41,1998631,20708704
2195,moderate_investor,45,47842,1399230
2196,conservative_investor,12,857349,1621074
2197,conservative_investor,44,768906,10224171
2198,moderate_investor,39,1231081,22074242
2199,moderate_investor,44,1548002,46386840
2200,conservative_investor,13,1893588,3891009
2201,nervous_investor,39,1720487,17908374
2202,conservative_investor,42,953319,10669622
2203,conservative_investor,43,862701,10815929
2204,aggressive_investor,30,1827393,16669473
2205,aggressive_investor,39,1319757,30207391
2206,conservative_investor,43,45866,545332
2207,nervous_investor,26,598743,2728155
2208,conservative_investor,15,792261,1831138
2209,moderate_investor,13,1809363,4514629
2210,moderate_investor,29,1489653,13893938
2211,conservative_investor,49,992880,17735462
2212,nervous_investor,25,152116,590955
2213,nervous_investor,12,333517,613903
2214,moderate_investor,37,63032,1086580
2215,aggressive_investor,36,1297435,21328761
2216,conservative_investor,44,326531,4140174
2217,aggressive_investor,31,696543,6574807
2218,nervous_investor,45,233801,5787036
2219,conservative_investor,13,1917477,3999506
2220,aggressive_investor,50,1726070,110845089
2221,moderate_investor,32,1256221,13480600
2222,moderate_investor,11,68891,156098
2223,aggressive_investor,28,1934687,16224484
2224,aggressive_investor,40,1119433,32786383
2225,moderate_investor,17,1629152,6047942
2226,aggressive_investor,42,1647409,40994752
2227,conservative_investor,17,381620,1048775
2228,nervous_investor,28,103397,551149
2229,nervous_investor,48,1352400,21876628
2230,moderate_investor,28,1555179,13259424
2231,moderate_investor,24,1830459,11430232
2232,nervous_investor,18,1802741,4884067
2233,moderate_investor,30,614273,6033043
2234,aggressive_investor,33,352929,5386686
2235,aggressive_investor,27,1013657,7686336
2236,nervous_investor,44,454552,7785020
2237,nervous_investor,35,167204,1023721
2238,moderate_investor,25,1687539,11752293
2239,conservative_investor,35,1988308,14880130
2240,nervous_investor,34,1478906,10106576
2241,conservative_investor,28,1644364,8087029
2242,nervous_investor,40,284222,3669649
2243,aggressive_investor,20,1618286,7015030
2244,aggressive_investor,36,1665849,26390692
2245,aggressive_investor,20,1818322,9827006
2246,nervous_investor,33,344991,2630982
2247,nervous_investor,39,887441,13020487
2248,nervous_investor,40,1340108,11817107
2249,conservative_investor,36,1439115,10572214
2250,moderate_investor,23,463693,2718060
2251,aggressive_investor,16,675616,2167942
2252,aggressive_investor,21,1965913,9040459
2253,moderate_investor,37,1649588,25299523
2254,moderate_investor,30,1481624,14090846
2255,nervous_investor,18,564585,1620274
2256,nervous_investor,40,383382,4663833
2257,aggressive_investor,45,563807,16285183
2258,aggressive_investor,12,1308567,3065571
2259,aggressive_investor,36,10449,165407
2260,aggressive_investor,34,246423,3050824
2261,aggressive_investor,17,188000,635607
2262,nervous_investor,25,224349,863121
2263,conservative_investor,45,160146,2111680
2264,aggressive_investor,43,1507263,49949346
2265,conservative_investor,33,1204372,7740847
2266,nervous_investor,31,772963,4113074
2267,aggressive_investor,45,620872,18793060
2268,moderate_investor,26,991436,7584876
2269,moderate_investor,15,214975,615311
2270,aggressive_investor,35,1178346,17263059
2271,moderate_investor,31,1579207,17793214
2272,conservative_investor,25,281489,1201148
2273,nervous_investor,16,217600,484932
2274,moderate_investor,37,472236,7004580
2275,moderate_investor,24,1369403,8194805
2276,aggressive_investor,11,1085728,2366650
2277,conservative_investor,41,1904686,21892206
2278,aggressive_investor,38,1239050,26131811
2279,nervous_investor,46,367017,4892297
2280,conservative_investor,46,126909,1736294
2281,conservative_investor,19,152159,500001
2282,conservative_investor,39,82709,799186
2283,conservative_investor,29,1825966,10372474
2284,moderate_investor,14,469281,1375282
2285,conservative_investor,13,994535,2028886
2286,moderate_investor,27,1982718,14198333
2287,nervous_investor,47,1526050,24212306
2288,nervous_investor,49,1848275,42642297
2289,moderate_investor,39,684725,12907684
2290,aggressive_investor,12,1469311,3764988
2291,nervous_investor,21,131252,434507
2292,moderate_investor,19,900864,3813949
2293,nervous_investor,18,1667489,5096501
2294,aggressive_investor,11,1062118,2217931
2295,conservative_investor,27,906451,4262140
2296,nervous_investor,24,1681530,8103797
2297,aggressive_investor,10,1646091,3610102
2298,moderate_investor,14,1774782,5191110
2299,aggressive_investor,43,205206,6595012
2300,nervous_investor,33,818935,8331040
2301,aggressive_investor,31,1777488,22566461
2302,moderate_investor,35,850564,10587974
2303,conservative_investor,12,1643986,3325503
2304,conservative_investor,14,118447,273616
2305,nervous_investor,18,418643,1272573
2306,conservative_investor,47,810685,12479326
2307,conservative_investor,10,1460960,2564272
2308,nervous_investor,22,489649,1404945
2309,nervous_investor,19,1183722,3544240
2310,conservative_investor,25,792579,3342311
2311,conservative_investor,23,315411,1149329
2312,aggressive_investor,27,397525,3541718
2313,nervous_investor,47,1280487,20045407
2314,conservative_investor,26,1540883,7300680
2315,nervous_investor,40,1799434,24748241
2316,aggressive_investor,27,757116,6252961
2317,moderate_investor,18,12119,46581
2318,aggressive_investor,47,1269539,40175293
2319,nervous_investor,48,1754894,28452126
2320,nervous_investor,18,1148507,3442856
2321,conservative_investor,45,598088,7796800
2322,aggressive_investor,49,1387544,72155942
2323,moderate_investor,27,907228,6705246
2324,aggressive_investor,14,1294212,3039947
2325,moderate_investor,49,1241283,46950691
2326,aggressive_investor,29,1749415,18437892
2327,moderate_investor,22,916743,4698543
2328,conservative_investor,33,305590,2124892
2329,nervous_investor,15,934155,2320519
2330,conservative_investor,31,1259539,7655367
2331,moderate_investor,42,387109,8892561
2332,aggressive_investor,45,473974,17463869
2333,conservative_investor,43,29775,346833
2334,aggressive_investor,43,1153039,29077033
2335,conservative_investor,19,1352437,4032461
2336,nervous_investor,38,613217,4901177
2337,conservative_investor,18,22013,62289
2338,aggressive_investor,44,1769200,41388228
2339,moderate_investor,29,879890,7924516
2340,nervous_investor,29,896666,4113142
2341,moderate_investor,32,1084206,11677407
2342,aggressive_investor,14,778525,2225571
2343,moderate_investor,46,254103,7825918
2344,moderate_investor,34,434880,5504736
2345,moderate_investor,50,1653330,66538164
2346,moderate_investor,18,1360849,5130869
2347,aggressive_investor,33,459260,5968058
2348,nervous_investor,30,1059091,7238551
2349,nervous_investor,44,1064582,12111922
2350,moderate_investor,13,1551141,4531355
2351,aggressive_investor,48,1282005,53045050
2352,nervous_investor,20,1577382,5996904
2353,nervous_investor,43,141832,1435346
2354,nervous_investor,41,1310465,15512833
2355,nervous_investor,50,674216,19249524
2356,moderate_investor,32,1131253,11777764
2357,nervous_investor,42,1806816,14584787
2358,conservative_investor,10,1913412,3287043
2359,nervous_investor,11,1659402,2668922
2360,moderate_investor,40,1625225,30373572
2361,moderate_investor,24,514719,2997840
2362,nervous_investor,12,359714,697944
2363,aggressive_investor,47,587541,23771025
2364,aggressive_investor,30,1961161,18055615
2365,aggressive_investor,14,196176,632259
2366,moderate_investor,39,228706,4334348
2367,conservative_investor,22,1463294,5361883
2368,moderate_investor,23,419210,2455533
2369,conservative_investor,42,1423611,15745235
2370,conservative_investor,32,493619,3102941
2371,nervous_investor,11,484007,667878
2372,conservative_investor,11,224640,429295
2373,nervous_investor,35,1490814,11964558
2374,conservative_investor,24,527263,2103462
2375,aggressive_investor,50,216586,11396407
2376,conservative_investor,29,1082446,5783589
2377,aggressive_investor,28,204011,1824387
2378,aggressive_investor,27,1306109,12445672
2379,moderate_investor,22,112931,569944
2380,nervous_investor,45,120661,1319880
2381,conservative_investor,13,1856761,3995291
2382,moderate_investor,28,1678071,13391787
2383,aggressive_investor,11,1465277,3388936
2384,moderate_investor,26,234950,1695587
2385,conservative_investor,24,736343,2990804
2386,aggressive_investor,26,1955103,14375928
2387,aggressive_investor,47,392469,14875468
2388,conservative_investor,22,1830297,6305088
2389,moderate_investor,44,302146,7467185
2390,nervous_investor,10,446786,944497
2391,aggressive_investor,12,1772709,4427320
2392,moderate_investor,29,1620194,13214948
2393,nervous_investor,25,318777,1210080
2394,conservative_investor,38,59257,513019
